regime,age,hazard_negbinom,hazard_geometric,remaining_negbinom,remaining_geometric
sideways,139,0.02319707851504866,0.013924050632975169,41.164814875533246,71.8181818095336
sideways,140,0.023234972427213042,0.01392405063297607,41.12024257803418,71.81818180941617
sideways,141,0.023272436622407924,0.013924050632976984,41.076185501815445,71.81818180929719
sideways,142,0.023309478332732943,0.013924050632977912,41.032634813946075,71.81818180917658
sideways,143,0.023346104629718457,0.01392405063297885,40.98958188127472,71.81818180905435
sideways,144,0.023382322428734375,0.013924050632979806,40.94701826483845,71.81818180893043
sideways,145,0.023418138493254678,0.01392405063298077,40.90493571445728,71.81818180880485
sideways,146,0.023453559438984178,0.01392405063298175,40.863326163507715,71.81818180867755
sideways,147,0.0234885917378519,0.013924050632982746,40.82218172386805,71.81818180854853
sideways,148,0.02352324172187649,0.01392405063298375,40.78149468102932,71.81818180841778
sideways,149,0.02355751558690821,0.013924050632984773,40.74125748936528,71.81818180828525
sideways,150,0.023591419396252037,0.01392405063298581,40.70146276755563,71.81818180815092
bear,1,0.01067787726382684,0.02078521939953815,47.61958721878744,48.11111111111102
bear,2,0.013028788013582423,0.02078521939953815,47.2350020472826,48.11111111111103
bear,3,0.014398844445889425,0.02078521939953815,46.910458441263714,48.11111111111102
bear,4,0.015368349055440466,0.02078521939953815,46.62703905284956,48.11111111111102
bear,5,0.016116534934236322,0.02078521939953815,46.374434242372196,48.11111111111102
bear,6,0.01672336011669074,0.020785219399538153,46.146152976599765,48.111111111111015
bear,7,0.017231784770783038,0.02078521939953815,45.93774226415133,48.111111111111015
bear,8,0.017667680563650576,0.02078521939953815,45.74596740330816,48.11111111111102
bear,9,0.018047885389723118,0.020785219399538153,45.56838030851149,48.11111111111103
bear,10,0.018383993149000407,0.02078521939953815,45.40307003701556,48.11111111111103
bear,11,0.01868433651357299,0.020785219399538146,45.24850839459745,48.11111111111102
bear,12,0.018955109660609055,0.020785219399538146,45.10344922064653,48.111111111111015
bear,13,0.019201044258664528,0.020785219399538146,44.96685988751996,48.11111111111101
bear,14,0.019425836955140108,0.02078521939953815,44.83787309977139,48.111111111111015
bear,15,0.019632430808244464,0.020785219399538146,44.715752007089186,48.11111111111102
bear,16,0.019823206888833968,0.020785219399538146,44.599864345218386,48.11111111111103
bear,17,0.020000118489429973,0.020785219399538146,44.48966287425834,48.11111111111103
bear,18,0.020164787457051178,0.020785219399538146,44.3846703175633,48.111111111111015
bear,19,0.020318574821761345,0.020785219399538146,44.284467585644066,48.11111111111103
bear,20,0.020462633551584265,0.020785219399538146,44.188684442517896,48.11111111111103
bear,21,0.020597948610111716,0.02078521939953815,44.096992017964425,48.111111111111015
bear,22,0.02072536782136795,0.020785219399538146,44.00909673528946,48.11111111111102
bear,23,0.020845625965613106,0.020785219399538143,43.924735338800645,48.11111111111102
bear,24,0.02095936381442189,0.020785219399538146,43.843670785759116,48.11111111111102
bear,25,0.021067143329935933,0.020785219399538143,43.765688825172404,48.11111111111102
bear,26,0.02116945992025861,0.02078521939953815,43.69059512761877,48.11111111111103
bear,27,0.021266752409727807,0.02078521939953815,43.618212861090385,48.11111111111103
bear,28,0.021359411216847604,0.02078521939953815,43.5483806308117,48.11111111111102
bear,29,0.021447785112885087,0.020785219399538146,43.48095071832222,48.111111111111015
bear,30,0.021532186846554613,0.02078521939953815,43.41578756833392,48.11111111111103
bear,31,0.021612897855390972,0.02078521939953815,43.35276648205928,48.11111111111102
bear,32,0.02169017223590353,0.020785219399538143,43.2917724836267,48.111111111111015
bear,33,0.021764240107921533,0.020785219399538143,43.23269933241086,48.111111111111015
bear,34,0.021835310480537832,0.020785219399538146,43.17544865901702,48.11111111111101
bear,35,0.021903573705486182,0.020785219399538143,43.11992920656844,48.11111111111102
bear,36,0.021969203587031104,0.020785219399538143,43.06605616208377,48.11111111111101
bear,37,0.022032359204331636,0.020785219399538143,43.01375056526316,48.111111111111015
bear,38,0.02209318649189347,0.020785219399538143,42.96293878405918,48.11111111111101
bear,39,0.022151819615508758,0.020785219399538143,42.91355204808921,48.11111111111101
bear,40,0.022208382174515044,0.020785219399538143,42.86552603232675,48.111111111111
bear,41,0.022262988255923002,0.020785219399538143,42.81880048464921,48.111111111111015
bear,42,0.022315743361689958,0.020785219399538146,42.77331889176556,48.11111111111101
bear,43,0.02236674522694046,0.020785219399538146,42.72902817883636,48.111111111111015
bear,44,0.0224160845440933,0.020785219399538143,42.68587843875846,48.111111111111015
bear,45,0.0224638456055192,0.020785219399538146,42.64382268764281,48.11111111111102
bear,46,0.022510106875425203,0.020785219399538143,42.602816643481724,48.11111111111099
bear,47,0.022554941500062587,0.020785219399538143,42.56281852539989,48.11111111111101
bear,48,0.022598417764023552,0.020785219399538143,42.523788871220866,48.11111111111101
bear,49,0.022640599499278023,0.020785219399538143,42.48569037136938,48.11111111111101
